Timestamp,Temperature,Pressure,Vibration,Speed,Current,Voltage,Flow_Rate,Humidity,Material_Thickness,Tool_Wear,Response
2015-08-01 05:45:00,80.1,14.3,0.9,1203,4.2,219,12.1,46,1.9,0.17,1
2015-08-01 06:00:00,79.1,15.1,0.6,1204,4.2,221,12.0,48,2.1,0.14,0
2015-08-01 06:15:00,80.6,14.3,0.8,1207,4.2,219,12.5,44,2.2,0.14,1
2015-08-01 06:30:00,80.1,14.6,0.7,1208,4.1,216,12.4,47,2.1,0.19,1
2015-08-01 06:45:00,80.7,14.6,0.7,1206,4.3,218,12.2,46,2.1,0.16,1
2015-08-01 07:00:00,80.3,14.4,0.9,1219,4.3,220,12.2,47,2.1,0.19,0
2015-08-01 07:15:00,79.7,14.7,0.7,1230,4.1,215,12.5,48,2.1,0.18,0
2015-08-01 07:30:00,79.4,14.6,0.7,1218,4.1,216,12.2,47,2.1,0.15,0
2015-08-01 07:45:00,80.2,14.3,0.7,1213,4.0,215,12.1,46,2.1,0.2,0
2015-08-01 08:00:00,80.1,14.5,0.7,1210,4.1,218,12.1,47,2.2,0.16,0
2015-08-01 08:15:00,80.1,14.4,0.8,1210,4.2,216,12.3,47,2.2,0.2,0
2015-08-01 08:30:00,81.1,14.7,0.8,1234,4.1,215,12.1,42,2.1,0.17,0
2015-08-01 08:45:00,79.7,15.1,0.8,1204,4.1,219,12.0,50,2.2,0.17,0
2015-08-01 09:00:00,77.5,14.7,0.7,1189,4.1,219,12.4,45,2.2,0.15,0
2015-08-01 09:15:00,78.5,14.8,0.7,1196,4.0,221,12.4,44,2.2,0.18,0
2015-08-01 09:30:00,79.7,15.1,0.9,1207,4.3,219,12.5,44,2.1,0.21,0
2015-08-01 09:45:00,76.2,14.3,0.5,1210,4.2,220,12.8,42,2.1,0.15,0
2015-08-01 10:00:00,77.9,14.1,0.6,1193,4.2,219,12.2,45,2.1,0.16,0
2015-08-01 10:15:00,78.0,14.9,0.6,1198,4.1,216,12.2,43,2.2,0.16,1
2015-08-01 10:30:00,76.9,14.8,0.6,1210,4.2,218,12.3,45,2.0,0.13,0
2015-08-01 10:45:00,79.7,14.5,0.8,1212,4.5,220,12.2,44,2.0,0.18,0
2015-08-01 11:00:00,74.8,14.8,0.4,1217,4.1,220,12.8,45,2.2,0.17,0
2015-08-01 11:15:00,76.3,14.8,0.5,1189,4.2,223,12.2,46,2.1,0.14,0
2015-08-01 11:30:00,75.3,15.0,0.4,1203,4.0,219,12.3,44,2.2,0.15,0
2015-08-01 11:45:00,75.4,15.2,0.4,1206,4.0,221,12.3,41,2.1,0.14,0
2015-08-01 12:00:00,74.8,15.2,0.3,1199,3.9,219,12.5,43,2.2,0.15,0
2015-08-01 12:15:00,74.8,14.7,0.5,1214,3.8,218,12.6,45,2.2,0.14,0
2015-08-01 12:30:00,75.0,15.3,0.5,1203,4.0,219,12.4,46,2.2,0.16,0
2015-08-01 12:45:00,77.5,14.7,0.7,1201,3.9,217,12.0,45,2.2,0.21,0
2015-08-01 13:00:00,73.9,15.4,0.2,1200,4.1,218,12.8,45,2.2,0.14,0
2015-08-01 13:15:00,76.1,15.0,0.5,1194,4.2,218,12.5,44,2.2,0.16,0
2015-08-01 13:30:00,74.5,15.0,0.4,1195,4.1,222,12.3,47,2.3,0.15,0
2015-08-01 13:45:00,75.2,14.6,0.3,1215,4.1,220,12.5,43,2.3,0.14,0
2015-08-01 14:00:00,73.0,15.3,0.4,1188,4.0,225,12.9,48,2.2,0.12,0
2015-08-01 14:15:00,72.4,15.6,0.2,1210,4.0,220,12.4,41,2.3,0.12,0
2015-08-01 14:30:00,70.6,15.3,0.4,1189,3.8,222,12.7,39,2.3,0.14,0
2015-08-01 14:45:00,74.1,15.4,0.4,1187,4.3,221,12.5,45,2.2,0.14,0
2015-08-01 15:00:00,70.6,15.4,0.2,1184,3.9,222,13.0,39,2.3,0.15,0
2015-08-01 15:15:00,69.2,15.5,0.1,1181,3.8,226,13.0,46,2.4,0.09,0
2015-08-01 15:30:00,71.2,15.0,0.4,1190,3.9,223,12.8,44,2.3,0.12,0
2015-08-01 15:45:00,72.4,15.2,0.4,1182,4.1,221,12.5,47,2.2,0.11,0
2015-08-01 16:00:00,69.4,15.2,0.4,1168,4.1,223,12.8,43,2.3,0.14,0
2015-08-01 16:15:00,71.8,15.4,0.3,1193,4.0,218,12.4,46,2.3,0.13,0
2015-08-01 16:30:00,70.9,15.3,0.2,1194,3.8,223,12.4,46,2.3,0.13,0
2015-08-01 16:45:00,72.5,15.6,0.2,1182,3.9,221,12.7,43,2.3,0.1,1
2015-08-01 17:00:00,68.9,15.3,0.1,1178,4.0,221,13.3,45,2.3,0.09,0
2015-08-01 17:15:00,70.6,15.5,0.5,1190,4.1,221,12.7,48,2.3,0.19,0
2015-08-01 17:30:00,70.6,15.6,0.4,1197,3.8,221,12.7,44,2.3,0.14,0
2015-08-01 17:45:00,69.0,15.8,0.3,1199,4.0,224,12.8,40,2.3,0.13,0
2015-08-01 18:00:00,69.6,15.2,0.3,1189,4.0,223,12.8,46,2.3,0.14,0
2015-08-01 18:15:00,69.3,15.5,0.2,1184,4.0,221,12.7,43,2.4,0.13,0
2015-08-01 18:30:00,70.3,15.6,0.4,1191,4.0,221,13.0,49,2.3,0.13,0
2015-08-01 18:45:00,72.2,15.1,0.3,1192,3.8,220,12.4,43,2.3,0.14,0
2015-08-01 19:00:00,71.2,15.7,0.3,1192,4.0,220,12.8,45,2.3,0.13,0
2015-08-01 19:15:00,72.3,15.1,0.3,1189,3.9,224,12.9,43,2.2,0.14,0
2015-08-01 19:30:00,69.9,15.6,0.1,1205,4.1,221,12.7,45,2.3,0.12,0
2015-08-01 19:45:00,72.1,15.1,0.2,1187,4.0,225,12.5,45,2.3,0.15,0
2015-08-01 20:00:00,72.9,15.1,0.5,1203,4.2,222,12.5,46,2.3,0.17,0
2015-08-01 20:15:00,71.7,15.7,0.5,1200,4.0,222,12.9,43,2.3,0.14,0
2015-08-01 20:30:00,71.3,15.4,0.3,1179,4.0,223,13.1,44,2.3,0.14,0
2015-08-01 20:45:00,72.2,15.4,0.4,1196,3.9,222,12.9,42,2.3,0.13,0
2015-08-01 21:00:00,71.9,15.1,0.4,1209,4.0,220,13.0,41,2.2,0.15,0
2015-08-01 21:15:00,70.5,15.7,0.3,1185,3.8,224,12.9,44,2.4,0.11,0
2015-08-01 21:30:00,69.6,15.5,0.3,1187,4.0,220,13.1,44,2.4,0.13,0
2015-08-01 21:45:00,72.2,15.4,0.4,1208,4.0,223,12.6,47,2.2,0.18,0
2015-08-01 22:00:00,71.7,15.4,0.3,1202,3.9,221,12.3,43,2.1,0.1,1
2015-08-01 22:15:00,73.7,15.3,0.3,1197,4.0,218,12.9,46,2.2,0.13,1
2015-08-01 22:30:00,71.7,15.3,0.3,1183,3.9,225,12.8,43,2.3,0.15,0
2015-08-01 22:45:00,73.5,15.0,0.5,1201,4.1,222,12.8,44,2.3,0.15,0
2015-08-01 23:00:00,75.4,15.5,0.5,1194,4.0,219,12.6,46,2.2,0.15,0
2015-08-01 23:15:00,76.7,15.0,0.6,1205,4.2,217,12.4,42,2.2,0.17,0
2015-08-01 23:30:00,74.0,14.7,0.3,1200,4.1,224,12.5,47,2.2,0.13,1
2015-08-01 23:45:00,74.9,14.5,0.6,1214,4.0,221,12.6,46,2.2,0.15,0
2015-08-02 00:00:00,75.6,15.1,0.5,1209,3.8,222,12.1,44,2.1,0.13,0
2015-08-02 00:15:00,75.9,15.0,0.6,1207,4.1,217,12.7,44,2.1,0.15,0
2015-08-02 00:30:00,76.9,14.7,0.6,1201,4.3,220,12.5,47,2.2,0.16,0
2015-08-02 00:45:00,74.8,15.0,0.6,1200,4.1,220,12.5,41,2.2,0.17,0
2015-08-02 01:00:00,75.9,15.5,0.5,1213,4.0,221,12.2,44,2.3,0.15,1
2015-08-02 01:15:00,77.0,15.0,0.6,1208,4.3,219,12.4,47,2.2,0.19,0
2015-08-02 01:30:00,76.4,15.4,0.5,1206,4.0,219,12.5,46,2.2,0.18,0
2015-08-02 01:45:00,76.6,15.1,0.7,1191,4.2,221,12.4,48,2.2,0.18,0
2015-08-02 02:00:00,77.4,14.4,0.5,1221,4.0,217,12.0,44,2.1,0.18,0
2015-08-02 02:15:00,78.2,15.4,0.8,1203,3.9,223,12.1,42,2.2,0.23,0
2015-08-02 02:30:00,79.2,14.8,0.8,1216,4.2,218,12.3,44,2.1,0.15,0
2015-08-02 02:45:00,76.9,14.5,0.6,1218,4.2,216,12.2,47,2.1,0.16,0
2015-08-02 03:00:00,78.6,14.7,0.6,1201,4.2,215,12.4,46,2.2,0.16,0
2015-08-02 03:15:00,80.0,14.4,0.8,1215,4.2,218,12.1,45,2.0,0.22,0
2015-08-02 03:30:00,77.0,14.6,0.7,1201,4.2,218,12.5,44,2.3,0.15,0
2015-08-02 03:45:00,79.2,14.7,0.7,1207,4.2,218,12.5,50,2.1,0.15,0
2015-08-02 04:00:00,80.6,14.2,1.0,1228,4.2,218,12.5,45,2.1,0.19,0
2015-08-02 04:15:00,78.0,14.3,0.7,1198,4.2,215,12.4,47,2.0,0.18,0
2015-08-02 04:30:00,80.0,15.0,0.8,1203,4.2,219,12.3,47,2.1,0.19,0
2015-08-02 04:45:00,77.9,14.4,0.6,1218,4.2,220,12.1,45,2.2,0.16,0
2015-08-02 05:00:00,82.4,14.3,0.9,1216,4.2,218,12.3,45,2.0,0.15,1
2015-08-02 05:15:00,79.8,13.9,0.8,1235,4.2,219,12.3,46,2.1,0.18,0
2015-08-02 05:30:00,80.3,14.3,0.9,1209,4.1,218,12.1,46,2.1,0.21,0
2015-08-02 05:45:00,80.3,14.7,0.9,1216,4.2,215,12.0,45,2.1,0.19,1
2015-08-02 06:00:00,80.3,14.4,0.8,1211,4.0,215,12.2,44,2.1,0.22,0
2015-08-02 06:15:00,81.1,14.8,0.8,1209,4.1,216,12.1,47,2.1,0.19,0
2015-08-02 06:30:00,81.1,14.7,0.7,1187,4.3,214,12.2,44,2.0,0.18,0
2015-08-02 06:45:00,80.5,13.7,0.7,1215,4.0,218,12.2,47,2.1,0.16,0
2015-08-02 07:00:00,81.0,14.4,0.7,1208,4.1,217,12.5,43,2.0,0.2,1
2015-08-02 07:15:00,79.3,14.9,0.7,1227,4.2,217,12.7,45,2.1,0.18,0
2015-08-02 07:30:00,81.9,14.3,0.8,1218,4.2,221,12.2,46,2.1,0.15,1
2015-08-02 07:45:00,79.5,14.4,0.6,1214,4.3,219,12.5,44,2.0,0.2,0
2015-08-02 08:00:00,78.9,15.0,0.8,1212,4.4,217,12.5,46,2.1,0.21,0
2015-08-02 08:15:00,80.1,14.8,0.7,1202,4.1,214,12.7,44,2.1,0.17,0
2015-08-02 08:30:00,80.1,14.8,0.7,1208,4.2,217,12.6,47,2.1,0.19,1
2015-08-02 08:45:00,80.6,14.0,0.8,1205,4.1,218,12.5,46,2.1,0.22,1
2015-08-02 09:00:00,80.1,14.7,0.6,1218,4.2,220,12.4,46,2.0,0.16,0
2015-08-02 09:15:00,77.4,14.9,0.8,1209,4.0,220,12.6,44,2.1,0.18,0
2015-08-02 09:30:00,78.1,14.7,0.7,1197,4.1,220,12.3,49,2.1,0.18,0
2015-08-02 09:45:00,78.8,14.1,0.6,1220,4.1,223,12.2,46,2.2,0.2,0
2015-08-02 10:00:00,80.2,14.8,0.8,1218,4.1,216,12.2,46,2.1,0.2,1
2015-08-02 10:15:00,78.5,15.1,0.6,1205,4.1,215,12.3,45,2.2,0.17,0
2015-08-02 10:30:00,77.4,15.1,0.7,1203,4.0,218,12.6,49,2.2,0.16,0
2015-08-02 10:45:00,76.5,14.3,0.6,1201,4.0,216,12.5,44,2.1,0.11,0
2015-08-02 11:00:00,77.2,15.3,0.6,1198,4.1,217,12.5,47,2.2,0.16,0
2015-08-02 11:15:00,75.7,14.7,0.5,1205,4.2,218,12.8,45,2.2,0.14,0
2015-08-02 11:30:00,74.3,15.3,0.5,1199,4.1,217,12.4,46,2.1,0.15,0
2015-08-02 11:45:00,75.2,15.0,0.4,1212,4.0,218,12.5,47,2.1,0.14,0
2015-08-02 12:00:00,75.8,15.0,0.5,1193,4.1,217,11.9,46,2.2,0.11,0
2015-08-02 12:15:00,74.3,15.7,0.5,1191,4.0,223,12.4,43,2.2,0.13,0
2015-08-02 12:30:00,76.0,15.0,0.5,1199,3.9,221,12.4,45,2.3,0.16,0
2015-08-02 12:45:00,74.1,15.4,0.5,1184,4.1,219,12.9,47,2.2,0.18,0
2015-08-02 13:00:00,74.2,15.2,0.4,1192,4.1,220,12.5,43,2.2,0.18,0
2015-08-02 13:15:00,72.7,15.7,0.4,1200,3.9,222,12.6,47,2.3,0.19,0
2015-08-02 13:30:00,74.5,15.1,0.5,1202,4.0,221,12.8,43,2.3,0.17,0
2015-08-02 13:45:00,72.5,15.1,0.5,1195,3.9,220,12.8,46,2.2,0.15,0
2015-08-02 14:00:00,71.7,15.8,0.3,1206,4.1,224,12.6,45,2.3,0.12,0
2015-08-02 14:15:00,72.3,15.6,0.3,1197,4.0,221,12.8,44,2.3,0.11,0
2015-08-02 14:30:00,73.6,14.8,0.4,1202,4.0,221,12.7,46,2.3,0.15,0
2015-08-02 14:45:00,72.6,15.8,0.4,1185,4.1,221,12.2,46,2.2,0.14,0
2015-08-02 15:00:00,71.9,15.5,0.3,1199,3.9,223,12.8,43,2.3,0.12,0
2015-08-02 15:15:00,72.5,15.8,0.4,1191,4.0,221,12.8,41,2.2,0.12,0
2015-08-02 15:30:00,73.3,15.1,0.4,1197,4.1,219,12.6,47,2.3,0.15,0
2015-08-02 15:45:00,71.1,15.6,0.3,1174,4.0,225,12.7,46,2.4,0.15,0
2015-08-02 16:00:00,72.7,15.3,0.2,1193,3.9,225,12.6,45,2.3,0.13,0
2015-08-02 16:15:00,72.1,15.4,0.3,1181,3.9,221,12.6,43,2.2,0.13,0
2015-08-02 16:30:00,69.6,15.6,0.1,1186,3.8,223,13.0,40,2.3,0.11,0
2015-08-02 16:45:00,71.5,15.1,0.3,1185,4.1,222,13.1,44,2.2,0.1,0
2015-08-02 17:00:00,67.6,15.8,0.2,1169,4.0,223,12.9,47,2.4,0.12,0
2015-08-02 17:15:00,68.2,15.5,0.2,1177,3.9,224,12.8,42,2.3,0.13,0
2015-08-02 17:30:00,69.8,15.5,0.3,1197,3.9,225,12.8,43,2.3,0.11,0
2015-08-02 17:45:00,70.3,15.4,0.3,1172,3.9,223,12.8,42,2.4,0.11,0
2015-08-02 18:00:00,71.2,15.2,0.5,1180,4.1,224,12.6,47,2.3,0.16,0
2015-08-02 18:15:00,70.2,15.7,0.4,1173,4.1,219,12.9,46,2.2,0.13,0
2015-08-02 18:30:00,68.8,15.5,0.3,1201,4.0,222,12.8,40,2.3,0.15,0
2015-08-02 18:45:00,71.0,15.2,0.3,1195,3.9,223,12.6,44,2.3,0.13,0
2015-08-02 19:00:00,69.7,15.5,0.2,1187,4.1,224,12.7,45,2.3,0.15,0
2015-08-02 19:15:00,70.5,15.6,0.1,1180,3.8,223,13.1,49,2.3,0.13,0
2015-08-02 19:30:00,68.1,15.5,0.1,1185,3.8,219,13.0,41,2.3,0.15,0
2015-08-02 19:45:00,68.0,15.6,0.3,1206,3.8,224,12.8,43,2.5,0.1,0
2015-08-02 20:00:00,71.2,15.7,0.3,1195,3.9,222,12.6,45,2.3,0.14,0
2015-08-02 20:15:00,71.2,15.4,0.2,1205,3.8,221,12.6,47,2.2,0.18,0
2015-08-02 20:30:00,71.9,15.3,0.4,1199,4.0,223,12.7,44,2.3,0.14,0
2015-08-02 20:45:00,72.1,14.4,0.4,1196,4.0,221,12.9,46,2.2,0.15,0
2015-08-02 21:00:00,69.8,15.3,0.3,1199,4.0,224,12.9,43,2.3,0.15,0
2015-08-02 21:15:00,72.8,15.4,0.4,1206,4.0,219,12.6,43,2.2,0.14,0
2015-08-02 21:30:00,70.5,14.9,0.3,1191,3.9,224,12.9,41,2.3,0.12,0
2015-08-02 21:45:00,71.0,15.3,0.3,1172,4.0,220,12.7,45,2.3,0.1,0
2015-08-02 22:00:00,69.6,16.1,0.4,1191,3.9,224,12.6,45,2.3,0.16,0
2015-08-02 22:15:00,75.5,14.8,0.5,1183,4.0,219,12.4,45,2.1,0.18,0
2015-08-02 22:30:00,72.5,15.2,0.4,1203,3.9,220,12.6,42,2.2,0.13,0
2015-08-02 22:45:00,73.5,15.2,0.5,1196,4.1,221,12.6,44,2.1,0.15,0
2015-08-02 23:00:00,75.6,15.2,0.7,1202,4.1,218,12.4,46,2.2,0.17,0
2015-08-02 23:15:00,73.3,15.4,0.3,1174,3.9,218,12.5,44,2.2,0.16,0
2015-08-02 23:30:00,74.2,15.3,0.4,1209,4.0,222,12.3,42,2.3,0.15,0
2015-08-02 23:45:00,72.4,15.6,0.3,1211,3.9,223,12.6,46,2.2,0.13,0
2015-08-03 00:00:00,74.6,15.3,0.5,1197,3.9,215,12.5,50,2.2,0.15,0
2015-08-03 00:15:00,74.8,15.2,0.4,1211,4.1,222,12.6,45,2.2,0.16,0
2015-08-03 00:30:00,74.4,15.1,0.7,1186,3.9,221,12.5,45,2.2,0.17,0
2015-08-03 00:45:00,75.7,14.7,0.6,1185,4.1,223,12.5,46,2.1,0.15,0
2015-08-03 01:00:00,75.8,15.3,0.6,1190,4.1,221,12.7,48,2.1,0.15,0
2015-08-03 01:15:00,75.0,15.1,0.6,1199,4.0,220,12.3,49,2.1,0.17,1
2015-08-03 01:30:00,78.4,14.6,0.7,1205,4.3,214,12.6,43,2.1,0.16,0
2015-08-03 01:45:00,76.1,15.0,0.8,1189,4.1,218,12.5,45,2.1,0.19,0
2015-08-03 02:00:00,79.3,14.8,0.6,1199,4.2,221,12.4,45,2.1,0.14,0
2015-08-03 02:15:00,78.6,14.5,0.7,1210,4.1,218,12.7,45,2.1,0.16,0
2015-08-03 02:30:00,78.2,14.5,0.8,1221,4.1,215,12.5,44,2.2,0.15,0
2015-08-03 02:45:00,77.8,14.9,0.7,1196,4.1,220,12.4,47,2.2,0.14,0
2015-08-03 03:00:00,80.2,14.2,0.7,1209,4.3,217,12.5,43,2.1,0.15,0
2015-08-03 03:15:00,79.4,14.4,0.5,1211,4.2,219,12.5,44,2.1,0.18,0
2015-08-03 03:30:00,77.0,14.7,0.6,1207,4.1,218,12.4,43,2.1,0.18,0
2015-08-03 03:45:00,77.8,14.9,0.5,1199,4.2,217,12.3,46,2.2,0.15,1
2015-08-03 04:00:00,79.5,15.1,0.9,1210,4.1,216,12.4,47,2.2,0.2,0
2015-08-03 04:15:00,78.4,14.4,0.7,1209,4.3,225,12.5,45,2.2,0.19,0
2015-08-03 04:30:00,80.0,14.6,0.8,1217,4.2,219,12.1,45,2.0,0.2,0
2015-08-03 04:45:00,80.4,15.0,0.8,1217,4.1,217,12.4,48,2.1,0.18,0
2015-08-03 05:00:00,78.2,14.9,0.8,1211,4.1,218,12.2,47,2.2,0.19,0
2015-08-03 05:15:00,78.3,15.0,0.7,1198,4.2,218,12.5,47,2.2,0.14,0
2015-08-03 05:30:00,81.2,14.3,0.9,1195,4.3,215,11.9,43,2.1,0.18,0
2015-08-03 05:45:00,81.1,13.9,0.7,1225,4.2,216,12.2,47,2.1,0.21,0
2015-08-03 06:00:00,79.0,14.5,0.8,1198,4.1,219,12.3,46,2.1,0.18,0
2015-08-03 06:15:00,79.6,14.9,0.6,1200,4.0,216,12.3,43,2.1,0.14,0
2015-08-03 06:30:00,80.3,14.3,0.8,1205,4.2,221,12.5,43,2.1,0.2,1
2015-08-03 06:45:00,79.3,15.0,0.6,1199,4.3,218,12.4,47,2.1,0.14,0
2015-08-03 07:00:00,81.5,14.3,0.9,1198,4.3,218,12.2,49,2.1,0.2,0
2015-08-03 07:15:00,78.8,14.6,0.8,1204,4.1,220,12.2,43,2.2,0.21,0
2015-08-03 07:30:00,78.9,14.5,0.8,1211,4.1,216,12.2,44,2.1,0.18,0
2015-08-03 07:45:00,79.5,15.0,0.7,1211,4.2,219,12.3,47,2.1,0.15,0
2015-08-03 08:00:00,80.7,14.2,0.8,1218,4.2,219,12.7,45,2.0,0.19,1
2015-08-03 08:15:00,80.0,14.9,0.7,1217,4.1,221,12.6,44,2.1,0.19,0
2015-08-03 08:30:00,79.0,14.6,0.5,1208,4.1,217,12.6,43,2.2,0.15,0
2015-08-03 08:45:00,79.5,14.7,0.8,1219,4.1,217,12.1,44,2.3,0.21,0
2015-08-03 09:00:00,76.6,15.0,0.7,1209,4.1,219,12.5,45,2.1,0.17,0
2015-08-03 09:15:00,77.8,15.6,0.7,1202,4.2,220,12.4,47,2.2,0.15,0
2015-08-03 09:30:00,78.6,14.8,0.6,1203,4.1,220,12.5,43,2.1,0.15,0
2015-08-03 09:45:00,77.2,14.7,0.9,1209,4.0,218,12.6,50,2.1,0.16,0
2015-08-03 10:00:00,79.6,14.3,0.8,1183,4.2,218,12.5,44,2.1,0.17,0
2015-08-03 10:15:00,77.4,14.6,0.6,1211,4.2,218,12.4,43,2.1,0.16,0
2015-08-03 10:30:00,79.6,15.0,0.9,1212,4.4,218,12.3,46,2.2,0.21,0
2015-08-03 10:45:00,76.3,14.8,0.5,1202,4.2,218,12.4,45,2.2,0.11,0
2015-08-03 11:00:00,75.8,15.3,0.5,1183,4.1,218,12.2,44,2.2,0.15,0
2015-08-03 11:15:00,74.6,15.4,0.6,1188,4.0,220,12.6,46,2.2,0.16,0
2015-08-03 11:30:00,77.5,15.0,0.7,1206,4.3,220,12.2,48,2.2,0.17,0
2015-08-03 11:45:00,76.0,15.0,0.6,1205,4.3,222,12.5,47,2.1,0.17,0
2015-08-03 12:00:00,76.7,14.6,0.6,1193,4.0,218,12.1,45,2.2,0.14,0
2015-08-03 12:15:00,76.8,15.1,0.6,1212,4.0,221,12.4,46,2.1,0.14,0
2015-08-03 12:30:00,75.2,15.1,0.4,1209,3.9,221,12.6,44,2.2,0.15,0
2015-08-03 12:45:00,74.0,14.5,0.5,1182,4.0,220,12.7,44,2.2,0.17,0
2015-08-03 13:00:00,74.2,15.2,0.3,1206,4.1,218,12.5,45,2.2,0.15,0
2015-08-03 13:15:00,75.7,14.5,0.6,1215,4.1,222,12.9,47,2.2,0.19,0
2015-08-03 13:30:00,73.9,15.0,0.6,1190,4.2,222,12.3,46,2.1,0.18,0
2015-08-03 13:45:00,74.3,15.1,0.7,1194,4.0,223,12.9,45,2.3,0.2,0
2015-08-03 14:00:00,71.6,15.7,0.5,1199,3.9,226,12.6,44,2.3,0.19,0
2015-08-03 14:15:00,73.6,15.3,0.5,1203,3.8,220,12.6,42,2.2,0.15,0
2015-08-03 14:30:00,75.1,14.9,0.5,1199,4.0,220,12.3,43,2.2,0.17,0
2015-08-03 14:45:00,72.2,15.1,0.4,1203,4.0,222,12.5,44,2.2,0.13,0
2015-08-03 15:00:00,70.6,15.3,0.3,1189,3.9,222,12.8,46,2.3,0.11,0
2015-08-03 15:15:00,70.2,15.4,0.2,1177,3.9,223,12.9,43,2.3,0.11,0
2015-08-03 15:30:00,71.0,15.6,0.2,1188,4.0,222,13.2,45,2.2,0.12,0
2015-08-03 15:45:00,69.7,15.3,0.4,1184,3.9,221,13.1,43,2.4,0.16,0
2015-08-03 16:00:00,71.4,15.5,0.2,1190,4.0,222,12.4,44,2.4,0.15,0
2015-08-03 16:15:00,71.1,15.3,0.2,1183,4.1,221,12.6,44,2.4,0.15,0
2015-08-03 16:30:00,72.8,15.3,0.3,1210,3.9,222,12.4,43,2.2,0.12,0
2015-08-03 16:45:00,69.9,15.8,0.2,1192,4.0,222,12.6,44,2.4,0.13,0
2015-08-03 17:00:00,69.9,15.2,0.4,1194,3.9,221,12.6,45,2.4,0.13,0
2015-08-03 17:15:00,69.6,15.4,0.3,1180,3.8,221,12.8,44,2.2,0.09,0
2015-08-03 17:30:00,69.8,14.7,0.2,1184,4.1,222,12.8,44,2.2,0.14,0
2015-08-03 17:45:00,70.7,16.6,0.1,1209,3.9,223,12.7,43,2.3,0.12,0
2015-08-03 18:00:00,68.9,15.5,0.1,1183,4.0,222,12.9,42,2.4,0.13,0
2015-08-03 18:15:00,71.8,15.5,0.4,1207,3.9,223,12.6,44,2.3,0.15,0
2015-08-03 18:30:00,70.0,16.0,0.4,1199,3.9,221,12.9,46,2.4,0.13,0
2015-08-03 18:45:00,69.0,15.5,0.3,1183,4.0,223,12.9,42,2.3,0.08,0
2015-08-03 19:00:00,69.2,15.9,0.3,1193,4.1,221,13.1,46,2.3,0.16,0
2015-08-03 19:15:00,68.7,15.4,0.2,1177,4.0,223,12.9,43,2.2,0.13,1
2015-08-03 19:30:00,68.3,15.3,0.4,1196,3.9,226,12.7,45,2.3,0.15,0
2015-08-03 19:45:00,71.8,15.4,0.2,1184,3.9,222,12.4,49,2.3,0.14,0
2015-08-03 20:00:00,70.7,15.1,0.3,1194,3.8,223,12.7,40,2.2,0.13,0
2015-08-03 20:15:00,72.9,14.8,0.5,1180,4.1,220,12.6,47,2.2,0.12,0
2015-08-03 20:30:00,70.6,15.0,0.1,1187,4.0,225,12.6,43,2.3,0.08,0
2015-08-03 20:45:00,70.4,15.6,0.3,1191,3.7,221,12.8,42,2.3,0.14,0
2015-08-03 21:00:00,71.2,15.1,0.3,1199,4.0,221,12.7,46,2.2,0.16,0
